order_date,customer,productAgrupationID,productID,territory,product_cases_ordered
2020-01-25T00:00:00.000Z,226544,1328.0,3026,263,28.76
2020-01-31T00:00:00.000Z,247622,1207.0,9895,262,28.76
2020-01-20T00:00:00.000Z,231089,1427.0,2889,263,28.76
2020-01-31T00:00:00.000Z,247622,1431.0,3080,262,28.76
2020-01-20T00:00:00.000Z,231089,1316.0,3451,263,28.76
2020-01-20T00:00:00.000Z,231089,1316.0,3456,263,28.76
2020-01-20T00:00:00.000Z,49835,1510.0,3029,245,28.76
2020-01-31T00:00:00.000Z,250171,1626.0,9968,262,28.76
2020-01-21T00:00:00.000Z,246421,1398.0,4183,263,28.76
2020-01-25T00:00:00.000Z,241167,1328.0,1942,263,28.76
2020-01-25T00:00:00.000Z,247005,1398.0,2816,262,28.76
2020-01-25T00:00:00.000Z,247005,1389.0,5094,262,28.76
2020-01-21T00:00:00.000Z,247005,1431.0,3080,262,28.76
2020-01-31T00:00:00.000Z,10357744,1228.0,10262,248,28.76
2020-01-31T00:00:00.000Z,239669,1328.0,1939,263,28.76
2020-01-21T00:00:00.000Z,247005,1207.0,9899,262,28.76
2020-01-31T00:00:00.000Z,10357744,1228.0,10263,248,28.76
2020-01-21T00:00:00.000Z,247005,1207.0,9897,262,28.76
2020-01-31T00:00:00.000Z,173945,1243.0,3028,284,28.76
2020-01-31T00:00:00.000Z,173945,1243.0,3201,284,28.76
2020-01-23T00:00:00.000Z,260570,1431.0,10159,296,28.76
2020-01-23T00:00:00.000Z,488961,1194.0,10342,252,28.76
2020-01-21T00:00:00.000Z,467183,1319.0,3004,252,28.76
2020-01-23T00:00:00.000Z,488961,1194.0,10344,252,28.76
2020-01-23T00:00:00.000Z,488961,1194.0,10343,252,28.76
2020-01-23T00:00:00.000Z,488961,1194.0,10581,252,28.76
2020-01-31T00:00:00.000Z,247474,1431.0,3080,262,28.76
2020-01-31T00:00:00.000Z,10357744,1389.0,5554,248,28.76
2020-01-20T00:00:00.000Z,217593,1202.0,9928,263,28.76
2020-01-31T00:00:00.000Z,250171,1205.0,10017,262,28.76
2020-01-24T00:00:00.000Z,488882,1202.0,9863,252,28.76
2020-01-23T00:00:00.000Z,458724,1200.0,9818,246,28.76
2020-01-23T00:00:00.000Z,458724,1200.0,9816,246,28.76
2020-01-23T00:00:00.000Z,238345,1626.0,9968,263,28.76
2020-01-22T00:00:00.000Z,382014,1351.0,1964,279,28.76
2020-01-24T00:00:00.000Z,377848,1427.0,2889,279,28.76
2020-01-24T00:00:00.000Z,377848,1427.0,1206,279,28.76
2020-01-20T00:00:00.000Z,49835,1127.0,14897,245,28.76
2020-01-21T00:00:00.000Z,225565,1202.0,9863,263,28.76
2020-01-22T00:00:00.000Z,217593,1066.0,3396,263,28.76
2020-01-21T00:00:00.000Z,225565,1202.0,9865,263,28.76
2020-01-22T00:00:00.000Z,217593,1431.0,3080,263,28.76
2020-01-21T00:00:00.000Z,225565,1202.0,9928,263,28.76
2020-01-21T00:00:00.000Z,239566,1328.0,1939,268,28.76
2020-01-25T00:00:00.000Z,598793,1389.0,5094,296,28.76
2020-01-23T00:00:00.000Z,261558,1427.0,1207,264,28.76
2020-01-23T00:00:00.000Z,261558,1427.0,1205,264,28.76
2020-01-23T00:00:00.000Z,261558,1427.0,2889,264,28.76
2020-01-24T00:00:00.000Z,377826,1279.0,3030,279,28.76
2020-01-24T00:00:00.000Z,10250750,1398.0,4183,263,28.76
2020-01-24T00:00:00.000Z,10250750,1328.0,1940,263,28.76
2020-01-24T00:00:00.000Z,10250750,1328.0,1939,263,28.76
2020-01-21T00:00:00.000Z,197964,1200.0,9816,286,28.76
2020-01-21T00:00:00.000Z,197964,1207.0,9895,286,28.76
2020-01-24T00:00:00.000Z,239669,1328.0,1939,263,28.76
2020-01-24T00:00:00.000Z,239669,1626.0,9968,263,28.76
2020-01-24T00:00:00.000Z,221558,1418.0,10435,263,28.76
2020-01-20T00:00:00.000Z,247474,1626.0,9968,262,28.76
2020-01-25T00:00:00.000Z,100321,1202.0,9866,250,28.76
2020-01-25T00:00:00.000Z,100321,1202.0,9928,250,28.76
2020-01-20T00:00:00.000Z,51501,1202.0,9866,245,28.76
2020-01-20T00:00:00.000Z,51501,1202.0,9928,245,28.76
2020-01-21T00:00:00.000Z,489882,1279.0,3030,252,28.76
2020-01-31T00:00:00.000Z,162333,1207.0,9897,289,28.76
2020-01-31T00:00:00.000Z,162333,1194.0,10342,289,28.76
2020-01-22T00:00:00.000Z,486979,1202.0,9865,252,28.76
2020-01-20T00:00:00.000Z,193136,1194.0,10344,286,28.76
2020-01-22T00:00:00.000Z,486979,1202.0,9866,252,28.76
2020-01-20T00:00:00.000Z,193136,1205.0,10018,286,28.76
2020-01-23T00:00:00.000Z,247474,1431.0,14837,262,28.76
2020-01-20T00:00:00.000Z,241174,1425.0,2786,263,28.76
2020-01-31T00:00:00.000Z,377848,1431.0,10159,279,28.76
2020-01-24T00:00:00.000Z,377826,1510.0,3029,279,28.76
2020-01-24T00:00:00.000Z,377826,1243.0,3028,279,28.76
2020-01-25T00:00:00.000Z,598793,1626.0,9968,296,28.76
2020-01-24T00:00:00.000Z,221558,1328.0,1940,263,28.76
2020-01-31T00:00:00.000Z,244274,1431.0,10159,263,28.76
2020-01-22T00:00:00.000Z,488882,1243.0,3028,252,28.76
2020-01-22T00:00:00.000Z,488882,1510.0,3029,252,28.76
2020-01-21T00:00:00.000Z,247005,1431.0,3080,262,28.76
2020-01-21T00:00:00.000Z,247005,1207.0,9899,262,28.76
2020-01-21T00:00:00.000Z,247005,1207.0,9897,262,28.76
2020-01-21T00:00:00.000Z,247005,1207.0,9895,262,28.76
2020-01-31T00:00:00.000Z,377848,1431.0,3080,279,28.76
2020-01-25T00:00:00.000Z,380726,1398.0,3557,279,28.76
2020-01-31T00:00:00.000Z,162333,1207.0,9895,289,28.76
2020-01-31T00:00:00.000Z,162333,1194.0,10343,289,28.76
2020-01-22T00:00:00.000Z,49835,1194.0,10342,245,28.76
2020-01-31T00:00:00.000Z,244274,1431.0,14837,263,28.76
2020-01-22T00:00:00.000Z,49835,1194.0,10343,245,28.76
2020-01-22T00:00:00.000Z,49835,1194.0,10344,245,28.76
2020-01-22T00:00:00.000Z,49835,1194.0,10581,245,28.76
2020-01-23T00:00:00.000Z,488961,1221.0,10326,252,28.76
2020-01-31T00:00:00.000Z,221231,1207.0,9897,263,28.76
2020-01-31T00:00:00.000Z,464057,1316.0,3456,246,28.76
2020-01-31T00:00:00.000Z,464057,1316.0,5808,246,28.76
2020-01-31T00:00:00.000Z,228455,1179.0,10662,263,28.76
2020-01-31T00:00:00.000Z,382014,1316.0,5705,279,28.76
2020-01-22T00:00:00.000Z,250171,1431.0,10159,262,28.76
2020-01-31T00:00:00.000Z,162333,1226.0,10246,289,28.76
2020-01-31T00:00:00.000Z,239611,1202.0,9928,263,28.76
2020-01-25T00:00:00.000Z,232743,1066.0,3396,263,28.76
2020-01-25T00:00:00.000Z,232743,1066.0,3397,263,28.76
2020-01-23T00:00:00.000Z,462796,1427.0,1206,246,28.76
2020-01-23T00:00:00.000Z,462796,1427.0,2889,246,28.76
2020-01-23T00:00:00.000Z,462796,1427.0,1205,246,28.76
2020-01-23T00:00:00.000Z,462796,1316.0,3456,246,28.76
2020-01-23T00:00:00.000Z,462796,1316.0,5705,246,28.76
2020-01-23T00:00:00.000Z,462796,1316.0,5808,246,28.76
2020-01-23T00:00:00.000Z,724,1221.0,10326,245,28.76
2020-01-31T00:00:00.000Z,108725,1427.0,1206,250,28.76
2020-01-31T00:00:00.000Z,108725,1316.0,3451,250,28.76
2020-01-31T00:00:00.000Z,250171,1066.0,3396,262,28.76
2020-01-31T00:00:00.000Z,108725,1316.0,3456,250,28.76
2020-01-31T00:00:00.000Z,250171,1066.0,3398,262,28.76
2020-01-31T00:00:00.000Z,108725,1316.0,3453,250,28.76
2020-01-31T00:00:00.000Z,250171,1066.0,3397,262,28.76
2020-01-25T00:00:00.000Z,381367,1316.0,3451,279,28.76
2020-01-25T00:00:00.000Z,381367,1316.0,3456,279,28.76
2020-01-25T00:00:00.000Z,381367,1316.0,5705,279,28.76
2020-01-24T00:00:00.000Z,193136,1316.0,3451,286,28.76
2020-01-24T00:00:00.000Z,193136,1316.0,3456,286,28.76
2020-01-24T00:00:00.000Z,193136,1316.0,5808,286,28.76
2020-01-24T00:00:00.000Z,193136,1427.0,2889,286,28.76
2020-01-24T00:00:00.000Z,193136,1427.0,1205,286,28.76
2020-01-21T00:00:00.000Z,110156,1197.0,9984,251,28.76
2020-01-31T00:00:00.000Z,377826,1202.0,9864,279,28.76
2020-01-31T00:00:00.000Z,377826,1202.0,9863,279,28.76
2020-01-31T00:00:00.000Z,377826,1202.0,9865,279,28.76
2020-01-31T00:00:00.000Z,377826,1202.0,9928,279,28.76
2020-01-24T00:00:00.000Z,247474,1431.0,10159,262,28.76
2020-01-25T00:00:00.000Z,173945,1200.0,9816,284,28.76
2020-01-21T00:00:00.000Z,462796,1629.0,5027,246,28.76
2020-01-31T00:00:00.000Z,444292,1543.0,14870,246,28.76
2020-01-31T00:00:00.000Z,220240,1626.0,9968,263,28.76
2020-01-21T00:00:00.000Z,464057,1543.0,14870,246,28.76
2020-01-21T00:00:00.000Z,464057,1500.0,3485,246,28.76
2020-01-20T00:00:00.000Z,231089,1056.0,10242,263,28.76
2020-01-23T00:00:00.000Z,598793,1621.0,9885,296,28.76
2020-01-24T00:00:00.000Z,465155,1319.0,3006,252,28.76
2020-01-24T00:00:00.000Z,465155,1319.0,3004,252,28.76
2020-01-21T00:00:00.000Z,247005,1066.0,3396,262,28.76
2020-01-21T00:00:00.000Z,247005,1066.0,3398,262,28.76
2020-01-21T00:00:00.000Z,247005,1066.0,3397,262,28.76
2020-01-20T00:00:00.000Z,189459,1427.0,1208,316,28.76
2020-01-23T00:00:00.000Z,265149,1200.0,9816,265,28.76
2020-01-23T00:00:00.000Z,265149,1200.0,9818,265,28.76
2020-01-23T00:00:00.000Z,265149,1194.0,10343,265,28.76
2020-01-31T00:00:00.000Z,162333,1205.0,10017,289,28.76
2020-01-24T00:00:00.000Z,464057,1316.0,3453,246,28.76
2020-01-24T00:00:00.000Z,464057,1316.0,3456,246,28.76
2020-01-21T00:00:00.000Z,598793,1193.0,5257,296,28.76
2020-01-23T00:00:00.000Z,238345,1202.0,9864,263,28.76
2020-01-23T00:00:00.000Z,238345,1202.0,9863,263,28.76
2020-01-25T00:00:00.000Z,471672,1228.0,10263,252,28.76
2020-01-23T00:00:00.000Z,97717,1194.0,10342,301,28.76
2020-01-23T00:00:00.000Z,97717,1194.0,10343,301,28.76
2020-01-23T00:00:00.000Z,97717,1194.0,10344,301,28.76
2020-01-23T00:00:00.000Z,97717,1194.0,10581,301,28.76
2020-01-21T00:00:00.000Z,488961,1427.0,1207,252,28.76
2020-01-23T00:00:00.000Z,488961,1202.0,9865,252,28.76
2020-01-23T00:00:00.000Z,488961,1202.0,9864,252,28.76
2020-01-25T00:00:00.000Z,228455,1066.0,3396,263,28.76
2020-01-25T00:00:00.000Z,228455,1066.0,3397,263,28.76
2020-01-31T00:00:00.000Z,466910,1261.0,6641,252,28.76
2020-01-25T00:00:00.000Z,724,1267.0,1229,245,28.76
2020-01-31T00:00:00.000Z,382014,1187.0,4182,279,28.76
2020-01-31T00:00:00.000Z,162333,1207.0,9899,289,28.76
2020-01-24T00:00:00.000Z,377826,1425.0,2784,279,28.76
2020-01-24T00:00:00.000Z,377826,1425.0,2785,279,28.76
2020-01-24T00:00:00.000Z,377826,1205.0,10017,279,28.76
2020-01-24T00:00:00.000Z,377826,1205.0,10018,279,28.76
2020-01-24T00:00:00.000Z,377826,1200.0,9818,279,28.76
2020-01-24T00:00:00.000Z,377826,1200.0,9816,279,28.76
2020-01-24T00:00:00.000Z,100321,1202.0,9864,250,28.76
2020-01-24T00:00:00.000Z,100321,1202.0,9863,250,28.76
2020-01-24T00:00:00.000Z,100321,1202.0,9865,250,28.76
2020-01-24T00:00:00.000Z,100321,1202.0,9866,250,28.76
2020-01-24T00:00:00.000Z,100321,1202.0,9928,250,28.76
2020-01-23T00:00:00.000Z,261558,1187.0,4182,264,28.76
2020-01-31T00:00:00.000Z,377848,1205.0,10018,279,28.76
2020-01-31T00:00:00.000Z,377848,1205.0,10017,279,28.76
2020-01-31T00:00:00.000Z,377848,1431.0,14837,279,28.76
2020-01-20T00:00:00.000Z,217593,1316.0,3451,263,28.76
2020-01-24T00:00:00.000Z,232743,1431.0,3080,263,28.76
2020-01-23T00:00:00.000Z,488961,1202.0,9866,252,28.76
2020-01-23T00:00:00.000Z,488961,1202.0,9863,252,28.76
2020-01-24T00:00:00.000Z,51501,1202.0,9864,245,28.76
2020-01-24T00:00:00.000Z,51501,1202.0,9863,245,28.76
2020-01-31T00:00:00.000Z,217593,1037.0,1375,263,28.76
2020-01-21T00:00:00.000Z,466910,1261.0,6641,252,28.76
2020-01-21T00:00:00.000Z,466910,1496.0,4808,252,28.76
2020-01-21T00:00:00.000Z,466910,1295.0,6643,252,28.76
2020-01-24T00:00:00.000Z,247474,1431.0,14837,262,28.76
2020-01-24T00:00:00.000Z,247474,1431.0,3080,262,28.76
2020-01-22T00:00:00.000Z,488097,1585.0,1543,252,28.76
2020-01-20T00:00:00.000Z,51501,1316.0,5705,245,28.76
2020-01-20T00:00:00.000Z,51501,1316.0,3456,245,28.76
2020-01-23T00:00:00.000Z,244274,1202.0,9864,263,28.76
2020-01-25T00:00:00.000Z,197964,1202.0,9865,286,28.76
2020-01-31T00:00:00.000Z,220240,1431.0,10159,263,28.76
2020-01-20T00:00:00.000Z,488882,1221.0,10326,252,28.76
2020-01-31T00:00:00.000Z,193136,1202.0,9863,286,28.76
2020-01-24T00:00:00.000Z,220240,1202.0,9864,263,28.76
2020-01-24T00:00:00.000Z,220240,1202.0,9863,263,28.76
2020-01-23T00:00:00.000Z,464057,1316.0,3451,246,28.76
2020-01-23T00:00:00.000Z,464057,1316.0,3456,246,28.76
2020-01-21T00:00:00.000Z,246421,1194.0,10343,263,28.76
2020-01-22T00:00:00.000Z,221231,1066.0,3396,263,28.76
2020-01-23T00:00:00.000Z,10285709,1454.0,5661,263,28.76
2020-01-23T00:00:00.000Z,598793,1585.0,3321,296,28.76
2020-01-24T00:00:00.000Z,193136,1193.0,14793,286,28.76
2020-01-24T00:00:00.000Z,193136,1193.0,5257,286,28.76
2020-01-24T00:00:00.000Z,193136,1422.0,2111,286,28.76
2020-01-23T00:00:00.000Z,380726,1398.0,3557,279,28.76
2020-01-24T00:00:00.000Z,221231,1316.0,3456,263,28.76
2020-01-24T00:00:00.000Z,221231,1316.0,3451,263,28.76
2020-01-31T00:00:00.000Z,247474,1205.0,10017,262,28.76
2020-01-31T00:00:00.000Z,220240,1066.0,3398,263,28.76
2020-01-31T00:00:00.000Z,220240,1066.0,3396,263,28.76
2020-01-31T00:00:00.000Z,220240,1066.0,3397,263,28.76
2020-01-31T00:00:00.000Z,220240,1431.0,3080,263,28.76
2020-01-24T00:00:00.000Z,239669,1194.0,10342,263,28.76
2020-01-24T00:00:00.000Z,239669,1194.0,10343,263,28.76
2020-01-25T00:00:00.000Z,458724,1316.0,3453,246,28.76
2020-01-25T00:00:00.000Z,458724,1316.0,3456,246,28.76
2020-01-25T00:00:00.000Z,458724,1316.0,5705,246,28.76
2020-01-25T00:00:00.000Z,458724,1316.0,5808,246,28.76
2020-01-25T00:00:00.000Z,458724,1316.0,14883,246,28.76
2020-01-25T00:00:00.000Z,50848,1202.0,9928,245,28.76
2020-01-25T00:00:00.000Z,50848,1202.0,9863,245,28.76
2020-01-22T00:00:00.000Z,228455,1202.0,9864,263,28.76
2020-01-22T00:00:00.000Z,228455,1202.0,9863,263,28.76
2020-01-24T00:00:00.000Z,486979,1202.0,9865,252,28.76
2020-01-22T00:00:00.000Z,189459,1066.0,3396,316,28.76
2020-01-22T00:00:00.000Z,189459,1066.0,3397,316,28.76
2020-01-23T00:00:00.000Z,466910,1160.0,1789,252,28.76
2020-01-25T00:00:00.000Z,214634,1202.0,9864,263,28.76
2020-01-25T00:00:00.000Z,214634,1202.0,9865,263,28.76
2020-01-20T00:00:00.000Z,270366,1427.0,1207,267,28.76
2020-01-20T00:00:00.000Z,270366,1427.0,1205,267,28.76
2020-01-20T00:00:00.000Z,270366,1316.0,3451,267,28.76
2020-01-20T00:00:00.000Z,270366,1316.0,3456,267,28.76
2020-01-31T00:00:00.000Z,221558,1316.0,3451,263,28.76
2020-01-31T00:00:00.000Z,221558,1316.0,3456,263,28.76
2020-01-31T00:00:00.000Z,221558,1316.0,5705,263,28.76
2020-01-31T00:00:00.000Z,382014,1621.0,9885,279,28.76
2020-01-21T00:00:00.000Z,191307,1160.0,1789,316,28.76
2020-01-23T00:00:00.000Z,10285709,1578.0,1303,263,28.76
2020-01-20T00:00:00.000Z,51501,1194.0,10342,245,28.76
2020-01-20T00:00:00.000Z,51501,1194.0,10343,245,28.76
2020-01-20T00:00:00.000Z,51501,1194.0,10581,245,28.76
2020-01-20T00:00:00.000Z,232694,1207.0,9899,263,28.76
2020-01-20T00:00:00.000Z,232694,1207.0,9897,263,28.76
2020-01-20T00:00:00.000Z,232694,1194.0,10342,263,28.76
2020-01-25T00:00:00.000Z,50733,1051.0,10237,245,28.76
2020-01-25T00:00:00.000Z,50733,1051.0,10236,245,28.76
2020-01-23T00:00:00.000Z,241167,1422.0,2108,263,28.76
2020-01-23T00:00:00.000Z,261558,1051.0,5840,264,28.76
2020-01-23T00:00:00.000Z,261558,1051.0,4473,264,28.76
2020-01-23T00:00:00.000Z,261558,1051.0,10236,264,28.76
2020-01-23T00:00:00.000Z,218167,1316.0,3451,263,28.76
2020-01-23T00:00:00.000Z,218167,1316.0,3456,263,28.76
2020-01-24T00:00:00.000Z,265149,1427.0,1207,265,28.76
2020-01-24T00:00:00.000Z,265149,1427.0,1205,265,28.76
2020-01-21T00:00:00.000Z,197964,1578.0,1303,286,28.76
2020-01-31T00:00:00.000Z,226544,1621.0,9885,263,28.76
2020-01-23T00:00:00.000Z,240204,1207.0,9899,263,28.76
2020-01-20T00:00:00.000Z,235365,1427.0,1207,263,28.76
2020-01-20T00:00:00.000Z,235365,1427.0,2889,263,28.76
2020-01-20T00:00:00.000Z,235365,1427.0,1205,263,28.76
2020-01-24T00:00:00.000Z,444292,1130.0,14881,246,28.76
2020-01-24T00:00:00.000Z,51501,1051.0,10206,245,28.76
2020-01-23T00:00:00.000Z,232377,1316.0,3456,263,28.76
2020-01-23T00:00:00.000Z,232377,1316.0,3451,263,28.76
2020-01-20T00:00:00.000Z,241174,1202.0,9865,263,28.76
2020-01-24T00:00:00.000Z,486979,1202.0,9866,252,28.76
2020-01-23T00:00:00.000Z,238345,1427.0,1207,263,28.76
2020-01-23T00:00:00.000Z,238345,1427.0,1205,263,28.76
2020-01-25T00:00:00.000Z,50733,1452.0,5665,245,28.76
2020-01-21T00:00:00.000Z,220744,1431.0,3080,263,28.76
2020-01-21T00:00:00.000Z,220744,1194.0,10342,263,28.76
2020-01-31T00:00:00.000Z,162333,1056.0,4462,289,28.76
2020-01-22T00:00:00.000Z,486979,1316.0,3451,252,28.76
2020-01-23T00:00:00.000Z,488961,1427.0,1207,252,28.76
2020-01-24T00:00:00.000Z,221231,1621.0,9885,263,28.76
2020-01-31T00:00:00.000Z,193136,1427.0,1208,286,28.76
2020-01-31T00:00:00.000Z,193136,1427.0,1207,286,28.76
2020-01-22T00:00:00.000Z,10357744,1228.0,10263,248,28.76
2020-01-20T00:00:00.000Z,189459,1240.0,1570,316,28.76
2020-01-20T00:00:00.000Z,189459,1240.0,1572,316,28.76
2020-01-20T00:00:00.000Z,189459,1276.0,1563,316,28.76
2020-01-20T00:00:00.000Z,189459,1507.0,1602,316,28.76
2020-01-24T00:00:00.000Z,241174,1316.0,5705,263,28.76
2020-01-31T00:00:00.000Z,162333,1202.0,9866,289,28.76
2020-01-24T00:00:00.000Z,489732,1202.0,9863,252,28.76
2020-01-25T00:00:00.000Z,56879,1427.0,2889,245,28.76
2020-01-22T00:00:00.000Z,471672,1427.0,1207,252,28.76
2020-01-22T00:00:00.000Z,471672,1427.0,1206,252,28.76
2020-01-22T00:00:00.000Z,471672,1316.0,3456,252,28.76
2020-01-22T00:00:00.000Z,471672,1316.0,3451,252,28.76
2020-01-25T00:00:00.000Z,197964,1427.0,2889,286,28.76
2020-01-21T00:00:00.000Z,188744,1207.0,9899,316,28.76
2020-01-24T00:00:00.000Z,377848,1193.0,5258,279,28.76
2020-01-24T00:00:00.000Z,377848,1220.0,9990,279,28.76
2020-01-24T00:00:00.000Z,377848,1422.0,2108,279,28.76
2020-01-20T00:00:00.000Z,162333,1051.0,4473,289,28.76
2020-01-23T00:00:00.000Z,260570,1202.0,9864,296,28.76
2020-01-20T00:00:00.000Z,231089,1621.0,9885,263,28.76
2020-01-20T00:00:00.000Z,270366,1422.0,2109,267,28.76
2020-01-20T00:00:00.000Z,270366,1422.0,2110,267,28.76
2020-01-20T00:00:00.000Z,270366,1422.0,2108,267,28.76
2020-01-22T00:00:00.000Z,49835,1202.0,9864,245,28.76
2020-01-22T00:00:00.000Z,49835,1202.0,9865,245,28.76
2020-01-22T00:00:00.000Z,49835,1202.0,9863,245,28.76
2020-01-23T00:00:00.000Z,50848,1202.0,9866,245,28.76
2020-01-23T00:00:00.000Z,50848,1202.0,9863,245,28.76
2020-01-23T00:00:00.000Z,50848,1202.0,9864,245,28.76
2020-01-23T00:00:00.000Z,240340,1427.0,1207,263,28.76
2020-01-31T00:00:00.000Z,162333,1202.0,9865,289,28.76
2020-01-23T00:00:00.000Z,50848,1202.0,9928,245,28.76
2020-01-23T00:00:00.000Z,240340,1427.0,1205,263,28.76
2020-01-31T00:00:00.000Z,162333,1202.0,9863,289,28.76
2020-01-23T00:00:00.000Z,240340,1427.0,1208,263,28.76
2020-01-23T00:00:00.000Z,240340,1427.0,1206,263,28.76
2020-01-23T00:00:00.000Z,240340,1427.0,2889,263,28.76
2020-01-23T00:00:00.000Z,240340,1427.0,5433,263,28.76
2020-01-21T00:00:00.000Z,381367,1578.0,1303,279,28.76
2020-01-21T00:00:00.000Z,598793,1621.0,9885,296,28.76
2020-01-24T00:00:00.000Z,265149,1422.0,2110,265,28.76
2020-01-28T00:00:00.000Z,261558,1535.0,878,264,28.01
2020-01-30T00:00:00.000Z,247474,1350.0,885,262,28.01
2020-01-28T00:00:00.000Z,261558,1350.0,888,264,28.01
2020-01-30T00:00:00.000Z,247474,1350.0,888,262,28.01
2020-01-28T00:00:00.000Z,261558,1266.0,894,264,28.01
2020-01-30T00:00:00.000Z,247474,1350.0,892,262,28.01
2020-01-28T00:00:00.000Z,261558,1499.0,3367,264,28.01
2020-01-30T00:00:00.000Z,247474,1350.0,1774,262,28.01
2020-01-27T00:00:00.000Z,464057,1427.0,1206,246,28.76
2020-01-27T00:00:00.000Z,464057,1427.0,1208,246,28.76
2020-01-30T00:00:00.000Z,157540,1535.0,878,289,28.01
2020-01-30T00:00:00.000Z,157540,1300.0,896,289,28.01
2020-01-28T00:00:00.000Z,261558,1535.0,878,264,28.01
2020-01-28T00:00:00.000Z,261558,1350.0,888,264,28.01
2020-01-28T00:00:00.000Z,261558,1266.0,894,264,28.01
2020-01-28T00:00:00.000Z,261558,1499.0,3367,264,28.01
2020-01-28T00:00:00.000Z,605394,1350.0,885,263,28.093
2020-01-27T00:00:00.000Z,247474,1350.0,892,262,28.01
2020-01-27T00:00:00.000Z,247474,1350.0,1774,262,28.01
2020-01-28T00:00:00.000Z,598793,1350.0,885,296,28.01
2020-01-28T00:00:00.000Z,598793,1350.0,888,296,28.01
2020-01-28T00:00:00.000Z,598793,1350.0,892,296,28.01
2020-01-28T00:00:00.000Z,598793,1350.0,1774,296,28.01
2020-01-28T00:00:00.000Z,605394,1260.0,780,263,27.927000000000003
2020-01-28T00:00:00.000Z,605394,1528.0,781,263,27.927000000000003
2020-01-28T00:00:00.000Z,605394,1344.0,788,263,28.093
2020-01-28T00:00:00.000Z,605394,1344.0,791,263,27.927000000000003
2020-01-28T00:00:00.000Z,605394,1294.0,826,263,27.927000000000003
2020-01-29T00:00:00.000Z,605394,1535.0,878,263,27.927000000000003
2020-01-29T00:00:00.000Z,605394,1350.0,879,263,27.927000000000003
2020-01-29T00:00:00.000Z,605394,1350.0,888,263,27.927000000000003
2020-01-29T00:00:00.000Z,605394,1266.0,894,263,27.927000000000003
2020-01-27T00:00:00.000Z,466910,1535.0,878,252,28.01
2020-01-27T00:00:00.000Z,466910,1266.0,894,252,28.01
2020-01-27T00:00:00.000Z,466910,1300.0,896,252,28.01
2020-01-27T00:00:00.000Z,466910,1499.0,3367,252,28.01
2020-01-30T00:00:00.000Z,221558,1260.0,780,263,27.927000000000003
2020-01-30T00:00:00.000Z,221558,1528.0,781,263,27.927000000000003
2020-01-30T00:00:00.000Z,221558,1344.0,791,263,27.927000000000003
2020-01-30T00:00:00.000Z,221558,1294.0,826,263,27.927000000000003
2020-01-27T00:00:00.000Z,234220,1260.0,780,263,27.927000000000003
2020-01-27T00:00:00.000Z,234220,1528.0,781,263,27.927000000000003
2020-01-27T00:00:00.000Z,234220,1344.0,791,263,27.927000000000003
2020-01-27T00:00:00.000Z,234220,1294.0,826,263,27.927000000000003
